fid,VarZ,X,Y
"4066",-0.65387189,"691585","3374455"
"4067",0,"691685","3374455"
"4068",0,"691785","3374455"
"4069",-0.22461106,"691885","3374455"
"4070",0,"691985","3374455"
"4071",-0.66013438,"692085","3374455"
"4072",-0.36501777,"692185","3374455"
"4073",0,"692285","3374455"
"4074",-0.29188326,"692385","3374455"
"4075",-0.17815357,"692485","3374455"
"4076",-0.26264814,"692585","3374455"
"4077",-0.36030674,"692685","3374455"
"4078",-0.27270654,"692785","3374455"
"4079",-0.31540513,"692885","3374455"
"4080",0,"692985","3374455"
"4081",0,"693085","3374455"
"4082",-0.28877562,"693185","3374455"
"4083",-0.31348073,"693285","3374455"
"4084",-0.19566217,"693385","3374455"
"4085",-0.35310203,"693485","3374455"
"4086",-0.30045572,"693585","3374455"
"4087",0,"693685","3374455"
"4088",0,"693785","3374455"
"4089",-0.14689036,"693885","3374455"
"4090",-0.12884459,"693985","3374455"
"4091",-0.23530045,"694085","3374455"
"4092",0.05932319,"694185","3374455"
"4093",0,"694285","3374455"
"4094",0,"694385","3374455"
"4095",-0.07074389,"694485","3374455"
"4096",-0.27311975,"675085","3374355"
"4097",-0.4732537,"675185","3374355"
"4098",-0.51511824,"675285","3374355"
"4099",-0.06535429,"675385","3374355"
"4100",-0.36541149,"675485","3374355"
"4101",-0.29202694,"675585","3374355"
"4102",-0.2923094,"675685","3374355"
"4103",-0.29878685,"675785","3374355"
"4104",-0.23871306,"675885","3374355"
"4105",-0.24213365,"675985","3374355"
"4106",-0.34882426,"676085","3374355"
"4107",-0.38294631,"676185","3374355"
"4108",-0.29752827,"676285","3374355"
"4109",0,"676385","3374355"
"4110",0,"676485","3374355"
"4111",0,"676585","3374355"
"4112",-0.31147879,"676685","3374355"
"4113",-0.44702247,"676785","3374355"
"4114",-0.24800541,"676885","3374355"
"4115",-0.33653858,"676985","3374355"
"4116",-0.01847083,"677085","3374355"
"4117",-0.38446271,"677185","3374355"
"4118",0,"677285","3374355"
"4119",0,"677385","3374355"
"4120",0,"677485","3374355"
"4121",-0.47890919,"677585","3374355"
"4122",0,"677685","3374355"
"4123",-0.52040464,"677785","3374355"
"4124",-0.37735599,"677885","3374355"
"4125",-1.67567372,"677985","3374355"
"4126",-0.53963095,"678085","3374355"
"4127",-0.14269447,"678185","3374355"
"4128",0,"678285","3374355"
"4129",0,"678385","3374355"
"4130",-0.24739349,"678485","3374355"
"4131",-0.34380025,"678585","3374355"
"4132",0,"678685","3374355"
"4133",0,"678785","3374355"
"4134",0.16222517,"678885","3374355"
"4135",0,"678985","3374355"
"4136",-0.3445259,"679085","3374355"
"4137",-0.26869011,"679185","3374355"
"4138",-0.15164734,"679285","3374355"
"4139",-0.43856007,"679385","3374355"
"4140",-0.35017604,"679485","3374355"
"4141",-0.43748343,"679585","3374355"
"4142",-0.39515123,"679685","3374355"
"4143",-0.28200132,"679785","3374355"
"4144",-0.49007118,"679885","3374355"
"4145",-0.43651566,"679985","3374355"
"4146",0,"680085","3374355"
"4147",-0.50074065,"680185","3374355"
"4148",-0.36098817,"680285","3374355"
"4149",-0.49028113,"680385","3374355"
"4150",-0.40522403,"680485","3374355"
"4151",-0.26631069,"680585","3374355"
"4152",0,"680685","3374355"
"4153",0,"680785","3374355"
"4154",0,"680885","3374355"
"4155",-0.33267191,"680985","3374355"
"4156",-0.30118963,"681085","3374355"
"4157",-0.19455805,"681185","3374355"
"4158",-0.34310764,"681285","3374355"
"4159",-0.39723334,"681385","3374355"
"4160",0,"681485","3374355"
"4161",0,"681585","3374355"
"4162",-0.27908102,"681685","3374355"
"4163",-0.26677656,"681785","3374355"
"4164",-0.29952887,"681885","3374355"
"4165",-0.34161294,"681985","3374355"
"4166",-0.31874174,"682085","3374355"
"4167",0,"682185","3374355"
"4168",0,"682285","3374355"
"4169",-0.59617966,"682385","3374355"
"4170",0,"682485","3374355"
"4171",0,"682585","3374355"
"4172",-0.6165725,"682685","3374355"
"4173",0,"682785","3374355"
"4174",0,"682885","3374355"
"4175",0,"682985","3374355"
"4176",-0.29597914,"683085","3374355"
"4177",0,"683185","3374355"
"4178",0,"683285","3374355"
"4179",-0.46577692,"683385","3374355"
"4180",0,"683485","3374355"
"4181",0,"683585","3374355"
"4182",-0.37560919,"683685","3374355"
"4183",-0.44759244,"683785","3374355"
"4184",-0.46707356,"683885","3374355"
"4185",-0.48148292,"683985","3374355"
"4186",-0.42224458,"684085","3374355"
"4187",0,"684185","3374355"
"4188",-0.34827396,"684285","3374355"
"4189",-0.44817936,"684385","3374355"
"4190",-0.42665333,"684485","3374355"
"4191",-0.39017043,"684585","3374355"
"4192",-0.38230205,"684685","3374355"
"4193",-0.39052072,"684785","3374355"
"4194",-0.43674347,"684885","3374355"
"4195",0,"684985","3374355"
"4196",0,"685085","3374355"
"4197",0,"685185","3374355"
"4198",0,"685285","3374355"
"4199",-0.35603154,"685385","3374355"
"4200",-0.49113855,"685485","3374355"
"4201",-0.45878971,"685585","3374355"
"4202",-0.4936218,"685685","3374355"
"4203",-0.43492857,"685785","3374355"
"4204",-0.26826373,"685885","3374355"
"4205",-0.35824773,"685985","3374355"
"4206",-0.33346274,"686085","3374355"
"4207",0,"686185","3374355"
"4208",0,"686285","3374355"
"4209",-0.25595447,"686385","3374355"
"4210",-0.34532389,"686485","3374355"
"4211",-0.3892296,"686585","3374355"
"4212",0,"686685","3374355"
"4213",0,"686785","3374355"
"4214",-0.33800414,"686885","3374355"
"4215",-0.37166002,"686985","3374355"
"4216",-0.37774083,"687085","3374355"
"4217",0,"687185","3374355"
"4218",-0.0491461,"687285","3374355"
"4219",0,"687385","3374355"
"4220",0,"687485","3374355"
"4221",-0.45401832,"687585","3374355"
"4222",-0.05306323,"687685","3374355"
"4223",-0.75646979,"687785","3374355"
"4224",-0.42259729,"687885","3374355"
"4225",-0.36226502,"687985","3374355"
"4226",0,"688085","3374355"
"4227",0,"688185","3374355"
"4228",0,"688285","3374355"
"4229",-0.38465485,"688385","3374355"
"4230",-0.31649595,"688485","3374355"
"4231",-0.34861764,"688585","3374355"
"4232",-0.309089,"688685","3374355"
"4233",-0.39861414,"688785","3374355"
"4234",0,"688885","3374355"
"4235",-0.42028743,"688985","3374355"
"4236",0,"689085","3374355"
"4237",-0.25914964,"689185","3374355"
"4238",0,"689285","3374355"
"4239",-0.39538553,"689385","3374355"
"4240",-0.28300685,"689485","3374355"
"4241",-0.30846778,"689585","3374355"
"4242",-0.20598371,"689685","3374355"
"4243",-0.47051588,"689785","3374355"
"4244",0,"689885","3374355"
"4245",-0.7946232,"689985","3374355"
"4246",-1.12514377,"690085","3374355"
"4247",-0.50223267,"690185","3374355"
"4248",0,"690285","3374355"
"4249",2.9080267,"690385","3374355"
"4250",0,"690485","3374355"
"4251",-0.56264544,"690585","3374355"
"4252",-0.55439568,"690685","3374355"
"4253",-0.82670313,"690785","3374355"
"4254",-0.35600364,"690885","3374355"
"4255",0.18104219,"690985","3374355"
"4256",-0.45206422,"691085","3374355"
"4257",-1.10677361,"691185","3374355"
"4258",-0.78849643,"691285","3374355"
"4259",-0.10899631,"691385","3374355"
"4260",-1.48293078,"691485","3374355"
"4261",0,"691585","3374355"
"4262",-0.09996311,"691685","3374355"
"4263",-0.35866535,"691785","3374355"
"4264",0.35994291,"691885","3374355"
"4265",-0.41943797,"691985","3374355"
"4266",0,"692085","3374355"
"4267",-0.13311689,"692185","3374355"
"4268",-0.67060721,"692285","3374355"
"4269",-0.32405847,"692385","3374355"
"4270",0,"692485","3374355"
"4271",-0.1546481,"692585","3374355"
"4272",-0.35213897,"692685","3374355"
"4273",-0.30473796,"692785","3374355"
"4274",-0.12276682,"692885","3374355"
"4275",-0.32368594,"692985","3374355"
"4276",-0.8707853,"693085","3374355"
"4277",0,"693185","3374355"
"4278",-0.47950625,"693285","3374355"
"4279",0,"693385","3374355"
"4280",-0.33637345,"693485","3374355"
"4281",-0.36375472,"693585","3374355"
"4282",-0.1851463,"693685","3374355"
"4283",-0.15054227,"693785","3374355"
"4284",-0.40896213,"693885","3374355"
"4285",0,"693985","3374355"
"4286",0,"694085","3374355"
"4287",-0.33617216,"694185","3374355"
"4288",0,"694285","3374355"
"4289",0,"694385","3374355"
"4290",0,"694485","3374355"
"4291",-0.52585548,"675085","3374255"
"4292",-0.19540779,"675185","3374255"
"4293",0,"675285","3374255"
"4294",0,"675385","3374255"
"4295",-0.2958605,"675485","3374255"
"4296",-0.24603499,"675585","3374255"
"4297",-0.14406475,"675685","3374255"
"4298",-0.27396289,"675785","3374255"
"4299",0,"675885","3374255"
"4300",0,"675985","3374255"
"4301",0,"676085","3374255"
"4302",-0.35413769,"676185","3374255"
"4303",-0.22168541,"676285","3374255"
"4304",0,"676385","3374255"
"4305",-0.23903346,"676485","3374255"
"4306",0,"676585","3374255"
"4307",0,"676685","3374255"
"4308",-0.15694511,"676785","3374255"
"4309",0,"676885","3374255"
"4310",0,"676985","3374255"
"4311",0,"677085","3374255"
"4312",-0.17903197,"677185","3374255"
"4313",-0.01578432,"677285","3374255"
"4314",0,"677385","3374255"
"4315",-0.24707787,"677485","3374255"
"4316",-0.35944206,"677585","3374255"
"4317",0.01421617,"677685","3374255"
"4318",-1.2436552,"677785","3374255"
"4319",-0.28377867,"677885","3374255"
"4320",-0.36391017,"677985","3374255"
"4321",-0.35281563,"678085","3374255"
"4322",-0.41931352,"678185","3374255"
"4323",-0.27870995,"678285","3374255"
"4324",-0.34253171,"678385","3374255"
"4325",-0.32421991,"678485","3374255"
"4326",-0.35563958,"678585","3374255"
"4327",0,"678685","3374255"
"4328",-0.38911444,"678785","3374255"
"4329",0,"678885","3374255"
"4330",-0.32650173,"678985","3374255"
"4331",0,"679085","3374255"
"4332",0,"679185","3374255"
"4333",-0.44225127,"679285","3374255"
"4334",0,"679385","3374255"
"4335",0,"679485","3374255"
"4336",-0.27006298,"679585","3374255"
"4337",-0.14428692,"679685","3374255"
"4338",-0.29130828,"679785","3374255"
"4339",-0.46166041,"679885","3374255"
"4340",0,"679985","3374255"
"4341",0,"680085","3374255"
"4342",0,"680185","3374255"
"4343",0,"680285","3374255"
"4344",-0.81089115,"680385","3374255"
"4345",0.84376913,"680485","3374255"
"4346",-0.37694806,"680585","3374255"
"4347",0,"680685","3374255"
"4348",0,"680785","3374255"
"4349",0,"680885","3374255"
"4350",-1.15220928,"680985","3374255"
"4351",-0.45782769,"681085","3374255"
"4352",0,"681185","3374255"
"4353",-0.63223183,"681285","3374255"
"4354",-0.99107337,"681385","3374255"
"4355",0.17081982,"681485","3374255"
"4356",-0.3566404,"681585","3374255"
"4357",0,"681685","3374255"
"4358",-0.35919398,"681785","3374255"
"4359",0,"681885","3374255"
"4360",0,"681985","3374255"
"4361",0,"682085","3374255"
"4362",0,"682185","3374255"
"4363",0,"682285","3374255"
"4364",0,"682385","3374255"
"4365",0,"682485","3374255"
"4366",0,"682585","3374255"
"4367",0,"682685","3374255"
"4368",0,"682785","3374255"
"4369",0,"682885","3374255"
"4370",0,"682985","3374255"
"4371",0,"683085","3374255"
"4372",0.0316312,"683185","3374255"
"4373",0,"683285","3374255"
"4374",-0.64633316,"683385","3374255"
"4375",-0.3352738,"683485","3374255"
"4376",0,"683585","3374255"
"4377",0,"683685","3374255"
"4378",-0.31542152,"683785","3374255"
"4379",0,"683885","3374255"
"4380",-0.36826846,"683985","3374255"
"4381",-0.27255198,"684085","3374255"
"4382",0,"684185","3374255"
"4383",-0.40675053,"684285","3374255"
"4384",-0.47970083,"684385","3374255"
"4385",-0.36389619,"684485","3374255"
"4386",-0.39909741,"684585","3374255"
"4387",-0.45205456,"684685","3374255"
"4388",-0.47272885,"684785","3374255"
"4389",-0.3250801,"684885","3374255"
"4390",0,"684985","3374255"
"4391",0,"685085","3374255"
"4392",0,"685185","3374255"
"4393",-0.38928106,"685285","3374255"
"4394",-0.37291422,"685385","3374255"
"4395",-0.39615864,"685485","3374255"
"4396",-0.66471708,"685585","3374255"
"4397",0,"685685","3374255"
"4398",-0.20910493,"685785","3374255"
"4399",-0.4571169,"685885","3374255"
"4400",-0.29452083,"685985","3374255"
"4401",-0.40275198,"686085","3374255"
"4402",-0.32044467,"686185","3374255"
"4403",-0.23733813,"686285","3374255"
"4404",-0.37467006,"686385","3374255"
"4405",-0.50918978,"686485","3374255"
"4406",-0.36609825,"686585","3374255"
"4407",0,"686685","3374255"
"4408",0,"686785","3374255"
"4409",-0.71098447,"686885","3374255"
"4410",-0.35926491,"686985","3374255"
"4411",-0.45298022,"687085","3374255"
"4412",-0.30319849,"687185","3374255"
"4413",-0.36306506,"687285","3374255"
"4414",0,"687385","3374255"
"4415",-0.40774825,"687485","3374255"
"4416",-0.3097167,"687585","3374255"
"4417",-0.42827293,"687685","3374255"
"4418",-0.2484528,"687785","3374255"
"4419",-0.28040531,"687885","3374255"
"4420",-0.32878718,"687985","3374255"
"4421",-0.17629977,"688085","3374255"
"4422",0,"688185","3374255"
"4423",-0.44813141,"688285","3374255"
"4424",0,"688385","3374255"
"4425",0,"688485","3374255"
"4426",0,"688585","3374255"
"4427",-0.40367484,"688685","3374255"
"4428",-0.3510403,"688785","3374255"
"4429",0,"688885","3374255"
"4430",-0.22423837,"688985","3374255"
"4431",0,"689085","3374255"
"4432",0,"689185","3374255"
"4433",0,"689285","3374255"
"4434",-0.44085243,"689385","3374255"
"4435",0,"689485","3374255"
"4436",0,"689585","3374255"
"4437",-0.44656226,"689685","3374255"
"4438",-0.37994811,"689785","3374255"
"4439",-1.22691584,"689885","3374255"
"4440",-3.81118917,"689985","3374255"
"4441",-2.40835452,"690085","3374255"
"4442",-0.55289215,"690185","3374255"
"4443",-1.2882688,"690285","3374255"
"4444",0,"690385","3374255"
"4445",0,"690485","3374255"
"4446",-1.31998086,"690585","3374255"
"4447",-0.62326646,"690685","3374255"
"4448",0,"690785","3374255"
"4449",-1.40036142,"690885","3374255"
"4450",1.36000001,"690985","3374255"
"4451",0.01889552,"691085","3374255"
"4452",-0.51546389,"691185","3374255"
"4453",-0.8258636,"691285","3374255"
"4454",0,"691385","3374255"
"4455",-0.27645215,"691485","3374255"
"4456",-0.43445846,"691585","3374255"
"4457",-0.28730708,"691685","3374255"
"4458",0.05428784,"691785","3374255"
"4459",0,"691885","3374255"
"4460",0,"691985","3374255"
"4461",0,"692085","3374255"
"4462",0,"692185","3374255"
"4463",0,"692285","3374255"
"4464",-0.09449989,"692385","3374255"
"4465",0,"692485","3374255"
"4466",0.08458479,"692585","3374255"
"4467",-0.3042337,"692685","3374255"
"4468",-0.34490734,"692785","3374255"
"4469",-0.25914082,"692885","3374255"
"4470",0,"692985","3374255"
"4471",0.14282042,"693085","3374255"
"4472",1.01030433,"693185","3374255"
"4473",-0.47315973,"693285","3374255"
"4474",-0.38647377,"693385","3374255"
"4475",0,"693485","3374255"
"4476",-0.53296578,"693585","3374255"
"4477",0,"693685","3374255"
"4478",-0.33661315,"693785","3374255"
"4479",-0.02122098,"693885","3374255"
"4480",0.45485863,"693985","3374255"
"4481",-0.80529869,"694085","3374255"
"4482",-0.86503285,"694185","3374255"
"4483",-0.02691777,"694285","3374255"
"4484",0,"694385","3374255"
"4485",0,"694485","3374255"
"4486",-0.20094725,"675085","3374155"
"4487",-0.22974017,"675185","3374155"
"4488",0,"675285","3374155"
"4489",-0.22224738,"675385","3374155"
"4490",-0.14960113,"675485","3374155"
"4491",-0.14520398,"675585","3374155"
"4492",-0.1557429,"675685","3374155"
"4493",-0.17613986,"675785","3374155"
"4494",0,"675885","3374155"
"4495",0,"675985","3374155"
"4496",-0.34523037,"676085","3374155"
"4497",-0.20237447,"676185","3374155"
"4498",-0.34372991,"676285","3374155"
"4499",0,"676385","3374155"
"4500",-0.11330985,"676485","3374155"
"4501",-0.24277429,"676585","3374155"
"4502",-0.35376751,"676685","3374155"
"4503",-0.32984111,"676785","3374155"
"4504",0,"676885","3374155"
"4505",-0.24863894,"676985","3374155"
"4506",-0.28775656,"677085","3374155"
"4507",-0.19964676,"677185","3374155"
"4508",-0.28871131,"677285","3374155"
"4509",-0.2513729,"677385","3374155"
"4510",-0.38516897,"677485","3374155"
"4511",0,"677585","3374155"
"4512",0,"677685","3374155"
"4513",-0.46104509,"677785","3374155"
"4514",-0.31940457,"677885","3374155"
"4515",-0.4203603,"677985","3374155"
"4516",-0.48667803,"678085","3374155"
"4517",-0.75571334,"678185","3374155"
"4518",-0.33144465,"678285","3374155"
"4519",-0.49014416,"678385","3374155"
"4520",-0.36052978,"678485","3374155"
"4521",0,"678585","3374155"
"4522",0,"678685","3374155"
"4523",0,"678785","3374155"
"4524",-0.42174411,"678885","3374155"
"4525",-0.21454625,"678985","3374155"
"4526",0,"679085","3374155"
"4527",-0.39530021,"679185","3374155"
"4528",-0.36250266,"679285","3374155"
"4529",-0.12970276,"679385","3374155"
"4530",-0.45342442,"679485","3374155"
"4531",-0.33679512,"679585","3374155"
"4532",-0.27149853,"679685","3374155"
"4533",-0.19549428,"679785","3374155"
"4534",-0.25694603,"679885","3374155"
"4535",-0.23478395,"679985","3374155"
"4536",0,"680085","3374155"
"4537",-0.40632364,"680185","3374155"
"4538",-0.33194795,"680285","3374155"
"4539",-0.23740754,"680385","3374155"
"4540",-0.21788034,"680485","3374155"
"4541",0,"680585","3374155"
"4542",0,"680685","3374155"
"4543",0,"680785","3374155"
"4544",-0.61076909,"680885","3374155"
"4545",0,"680985","3374155"
"4546",-0.35624102,"681085","3374155"
"4547",0,"681185","3374155"
"4548",-0.33790097,"681285","3374155"
"4549",-0.20068474,"681385","3374155"
"4550",0,"681485","3374155"
"4551",-0.26414526,"681585","3374155"
"4552",0,"681685","3374155"
"4553",0,"681785","3374155"
"4554",0,"681885","3374155"
"4555",0,"681985","3374155"
"4556",-0.3732661,"682085","3374155"
"4557",-0.19705342,"682185","3374155"
"4558",0,"682285","3374155"
"4559",0,"682385","3374155"
"4560",0,"682485","3374155"
"4561",0,"682585","3374155"
"4562",-0.73499203,"682685","3374155"
"4563",-0.81641006,"682785","3374155"
"4564",-0.36673334,"682885","3374155"
"4565",-0.3091397,"682985","3374155"
"4566",0,"683085","3374155"
"4567",-0.37802896,"683185","3374155"
"4568",-0.22484908,"683285","3374155"
"4569",-0.46798366,"683385","3374155"
"4570",-0.38241848,"683485","3374155"
"4571",0.38221824,"683585","3374155"
"4572",-0.725658,"683685","3374155"
"4573",-0.38323548,"683785","3374155"
"4574",0,"683885","3374155"
"4575",-0.44326735,"683985","3374155"
"4576",-0.34184235,"684085","3374155"
"4577",-0.33608341,"684185","3374155"
"4578",-0.44773111,"684285","3374155"
"4579",-0.27959526,"684385","3374155"
"4580",-0.19295628,"684485","3374155"
"4581",-0.5084368,"684585","3374155"
"4582",-0.3959547,"684685","3374155"
"4583",0,"684785","3374155"
"4584",-0.49278855,"684885","3374155"
"4585",-0.37419969,"684985","3374155"
"4586",0,"685085","3374155"
"4587",0,"685185","3374155"
"4588",-0.2907415,"685285","3374155"
"4589",-0.39103699,"685385","3374155"
"4590",-0.46707547,"685485","3374155"
"4591",-0.33817521,"685585","3374155"
"4592",-0.38134468,"685685","3374155"
"4593",-0.34684801,"685785","3374155"
"4594",0,"685885","3374155"
"4595",-0.38580969,"685985","3374155"
"4596",0,"686085","3374155"
"4597",-0.46201652,"686185","3374155"
"4598",0.19883753,"686285","3374155"
"4599",-0.50400704,"686385","3374155"
"4600",-0.19857065,"686485","3374155"
"4601",0,"686585","3374155"
"4602",-0.44220987,"686685","3374155"
"4603",-0.41498819,"686785","3374155"
"4604",-0.40436956,"686885","3374155"
"4605",0,"686985","3374155"
"4606",-0.36889899,"687085","3374155"
"4607",-0.42080301,"687185","3374155"
"4608",0,"687285","3374155"
"4609",-0.64463121,"687385","3374155"
"4610",-0.36542553,"687485","3374155"
"4611",0,"687585","3374155"
"4612",0,"687685","3374155"
"4613",-0.29039901,"687785","3374155"
"4614",-0.48662317,"687885","3374155"
"4615",-0.40562662,"687985","3374155"
"4616",-0.45793179,"688085","3374155"
"4617",0,"688185","3374155"
"4618",0,"688285","3374155"
"4619",0,"688385","3374155"
"4620",-0.3596372,"688485","3374155"
"4621",0,"688585","3374155"
"4622",0,"688685","3374155"
"4623",0,"688785","3374155"
"4624",-0.48041818,"688885","3374155"
"4625",0,"688985","3374155"
"4626",0,"689085","3374155"
"4627",0,"689185","3374155"
"4628",0,"689285","3374155"
"4629",-0.1904176,"689385","3374155"
"4630",-0.24006893,"689485","3374155"
"4631",0,"689585","3374155"
"4632",-0.23145683,"689685","3374155"
"4633",-0.41867849,"689785","3374155"
"4634",0,"689885","3374155"
"4635",-0.41777086,"689985","3374155"
"4636",-0.36974052,"690085","3374155"
"4637",-0.41219386,"690185","3374155"
"4638",0,"690285","3374155"
"4639",0,"690385","3374155"
"4640",-1.24253011,"690485","3374155"
"4641",0,"690585","3374155"
"4642",-1.20218635,"690685","3374155"
"4643",-0.6027686,"690785","3374155"
"4644",-0.49052951,"690885","3374155"
"4645",-0.29046527,"690985","3374155"
"4646",-0.91336399,"691085","3374155"
"4647",-0.58634013,"691185","3374155"
"4648",-1.5691179,"691285","3374155"
"4649",-1.07107162,"691385","3374155"
"4650",-0.91532135,"691485","3374155"
"4651",0,"691585","3374155"
"4652",0,"691685","3374155"
"4653",-0.65358639,"691785","3374155"
"4654",-0.26728231,"691885","3374155"
"4655",0.22937681,"691985","3374155"
"4656",-0.09550107,"692085","3374155"
"4657",0,"692185","3374155"
"4658",0,"692285","3374155"
"4659",-0.21172868,"692385","3374155"
"4660",0,"692485","3374155"
"4661",0,"692585","3374155"
"4662",-0.12880974,"692685","3374155"
"4663",-0.22570686,"692785","3374155"
"4664",-0.23090228,"692885","3374155"
"4665",0,"692985","3374155"
"4666",-0.07158589,"693085","3374155"
"4667",-0.41587216,"693185","3374155"
"4668",-0.68200988,"693285","3374155"
"4669",-0.30460292,"693385","3374155"
"4670",0,"693485","3374155"
"4671",0,"693585","3374155"
"4672",0,"693685","3374155"
"4673",0,"693785","3374155"
"4674",0,"693885","3374155"
"4675",0,"693985","3374155"
"4676",0,"694085","3374155"
"4677",0,"694185","3374155"
"4678",0,"694285","3374155"
"4679",0,"694385","3374155"
"4680",0,"694485","3374155"
"4681",0,"675085","3374055"
"4682",-0.20774311,"675185","3374055"
"4683",0,"675285","3374055"
"4684",0,"675385","3374055"
"4685",0,"675485","3374055"
"4686",-0.18983334,"675585","3374055"
"4687",-0.26243395,"675685","3374055"
"4688",0,"675785","3374055"
"4689",-0.227276,"675885","3374055"
"4690",0,"675985","3374055"
"4691",-0.09653302,"676085","3374055"
"4692",-0.50995237,"676185","3374055"
"4693",0,"676285","3374055"
"4694",-0.19301531,"676385","3374055"
"4695",-0.20915106,"676485","3374055"
"4696",-0.31252801,"676585","3374055"
"4697",-0.1639623,"676685","3374055"
"4698",-0.24372421,"676785","3374055"
"4699",0,"676885","3374055"
"4700",-0.20620935,"676985","3374055"
"4701",0,"677085","3374055"
"4702",0,"677185","3374055"
"4703",-0.27383456,"677285","3374055"
"4704",-0.40070808,"677385","3374055"
"4705",0,"677485","3374055"
"4706",0,"677585","3374055"
"4707",-0.3439855,"677685","3374055"
"4708",-0.36982903,"677785","3374055"
"4709",0,"677885","3374055"
"4710",-0.21769072,"677985","3374055"
"4711",-0.28756961,"678085","3374055"
"4712",-0.28198871,"678185","3374055"
"4713",0,"678285","3374055"
"4714",1.05665255,"678385","3374055"
"4715",-0.10720573,"678485","3374055"
"4716",-0.293237,"678585","3374055"
"4717",-0.15150765,"678685","3374055"
"4718",0,"678785","3374055"
"4719",0,"678885","3374055"
"4720",0,"678985","3374055"
"4721",-0.35056868,"679085","3374055"
"4722",0,"679185","3374055"
"4723",0,"679285","3374055"
"4724",0,"679385","3374055"
"4725",0,"679485","3374055"
"4726",0,"679585","3374055"
"4727",-0.32768804,"679685","3374055"
"4728",-0.25430524,"679785","3374055"
"4729",-0.36600491,"679885","3374055"
"4730",0,"679985","3374055"
"4731",0,"680085","3374055"
"4732",0,"680185","3374055"
"4733",-0.43153799,"680285","3374055"
"4734",0.02828415,"680385","3374055"
"4735",0,"680485","3374055"
"4736",-0.48803815,"680585","3374055"
"4737",-1.06148863,"680685","3374055"
"4738",0,"680785","3374055"
"4739",0,"680885","3374055"
"4740",-0.57678765,"680985","3374055"
"4741",-0.38733327,"681085","3374055"
"4742",-0.19896901,"681185","3374055"
"4743",-0.36641252,"681285","3374055"
"4744",0,"681385","3374055"
"4745",-0.2870093,"681485","3374055"
"4746",0,"681585","3374055"
"4747",-0.15602896,"681685","3374055"
"4748",-0.58961737,"681785","3374055"
"4749",-0.45264506,"681885","3374055"
"4750",-0.27128673,"681985","3374055"
"4751",-0.30654231,"682085","3374055"
"4752",0,"682185","3374055"
"4753",0,"682285","3374055"
"4754",0,"682385","3374055"
"4755",-0.21199578,"682485","3374055"
"4756",0,"682585","3374055"
"4757",-2.80806518,"682685","3374055"
"4758",-0.37031245,"682785","3374055"
"4759",0,"682885","3374055"
"4760",-0.2437059,"682985","3374055"
"4761",0.21802925,"683085","3374055"
"4762",-0.26740769,"683185","3374055"
"4763",0,"683285","3374055"
"4764",0,"683385","3374055"
"4765",0.62572956,"683485","3374055"
"4766",0,"683585","3374055"
"4767",-0.31442803,"683685","3374055"
"4768",-0.31450415,"683785","3374055"
"4769",0,"683885","3374055"
"4770",-0.38334781,"683985","3374055"
"4771",-0.37187287,"684085","3374055"
"4772",-0.37763646,"684185","3374055"
"4773",-0.40793401,"684285","3374055"
"4774",-0.38336527,"684385","3374055"
"4775",-0.22573225,"684485","3374055"
"4776",-0.34927195,"684585","3374055"
"4777",-0.23097882,"684685","3374055"
"4778",-0.40594774,"684785","3374055"
"4779",-0.37402073,"684885","3374055"
"4780",0,"684985","3374055"
"4781",0,"685085","3374055"
"4782",-0.37549621,"685185","3374055"
"4783",-0.41188174,"685285","3374055"
"4784",-0.39092955,"685385","3374055"
"4785",-0.34322035,"685485","3374055"
"4786",-0.40532193,"685585","3374055"
"4787",0,"685685","3374055"
"4788",0,"685785","3374055"
"4789",0,"685885","3374055"
"4790",-0.57855552,"685985","3374055"
"4791",-0.54908228,"686085","3374055"
"4792",-0.35041773,"686185","3374055"
"4793",-0.28026831,"686285","3374055"
"4794",0,"686385","3374055"
"4795",0.7557252,"686485","3374055"
"4796",-0.41476855,"686585","3374055"
"4797",-0.22221313,"686685","3374055"
"4798",0,"686785","3374055"
"4799",-0.28651223,"686885","3374055"
"4800",-0.18261485,"686985","3374055"
"4801",-0.38766065,"687085","3374055"
"4802",-0.33700237,"687185","3374055"
"4803",-0.32223374,"687285","3374055"
"4804",-0.19429305,"687385","3374055"
"4805",-0.3119278,"687485","3374055"
"4806",-0.39087528,"687585","3374055"
"4807",0,"687685","3374055"
"4808",0,"687785","3374055"
"4809",-0.438135,"687885","3374055"
"4810",0,"687985","3374055"
"4811",0,"688085","3374055"
"4812",0,"688185","3374055"
"4813",-0.24264197,"688285","3374055"
"4814",0,"688385","3374055"
"4815",0,"688485","3374055"
"4816",0,"688585","3374055"
"4817",0,"688685","3374055"
"4818",-0.48682073,"688785","3374055"
"4819",-0.30202034,"688885","3374055"
"4820",-0.73770255,"688985","3374055"
"4821",0,"689085","3374055"
"4822",0,"689185","3374055"
"4823",-0.16553639,"689285","3374055"
"4824",-0.25110373,"689385","3374055"
"4825",0,"689485","3374055"
"4826",-0.27157554,"689585","3374055"
"4827",-0.34829426,"689685","3374055"
"4828",0,"689785","3374055"
"4829",-0.80617696,"689885","3374055"
"4830",-0.36335424,"689985","3374055"
"4831",-0.48100266,"690085","3374055"
"4832",-0.53362042,"690185","3374055"
"4833",-0.53737462,"690285","3374055"
"4834",-0.59236634,"690385","3374055"
"4835",-0.42309347,"690485","3374055"
