LocalWellNumber,WellDepth,Well_Depth_Meters,WellUse,Active,LastActive_Plugged,LastActive_Plugged_date,DateConstructed,Yield,SerialNumber
271,650,198.12,Domestic,Y,Current,08/02/21,1/1/1919,NN,NN
368,450,137.16,Irrigation,Y,Current,08/02/21,10/1/1992,30,NN
621,1487,453.2376,Public Supply,Y,Current,08/02/21,12/1/1956,295,1033005
804A,1950,594.36,Observation,Y,Current,08/02/21,2/1/1966,30,NN
804B,2762,841.8576,Observation,Y,Current,08/02/21,2/1/1966,25,NN
805,1072,326.7456,Observation,Y,Current,08/02/21,2/1/1966,20,NN
990,1465,446.532,Public Supply,Y,Current,08/02/21,1/1/1977,NN,1033005
991B,565,172.212,Public Supply,Y,Current,08/02/21,5/1/1977,NN,1033005
1039,2697,822.0456,Public Supply,Y,Current,08/02/21,3/1/1984,NN,1033005
1237,600,182.88,Irrigation,Y,Current,08/02/21,5/1/1990,550,NN
1278,550,167.64,Observation,Y,Current,08/02/21,6/1/1997,18,NN
1282,496,151.1808,Irrigation,Y,Current,08/02/21,3/1/1998,NN,NN
1287,1510,460.248,Public Supply,Y,Current,08/02/21,8/1/1998,1999,NN
1297,1635,498.348,Public Supply,Y,Current,08/02/21,8/1/1999,2641,NN
5313Z,13,3.9624,Monitor,Y,Current,08/02/21,4/1/1986,NN,60109027
5314Z,12,3.6576,Monitor,Y,Current,08/02/21,4/1/1986,NN,60109027
5349Z,300,91.44,Heat Pump,Y,Current,08/02/21,11/1/1985,NN,NN
5353Z,300,91.44,Heat Pump,Y,Current,08/02/21,11/1/1985,NN,NN
5379Z,150,45.72,Heat Pump,Y,Current,08/02/21,6/1/1986,NN,NN
5946Z,20,6.096,Monitor,Y,Current,08/02/21,12/1/1988,NN,NN
5947Z,20,6.096,Monitor,Y,Current,08/02/21,12/1/1988,NN,NN
6004Z,10,3.048,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6005Z,11,3.3528,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6034Z,15,4.572,Monitor,Y,Current,08/02/21,9/1/1988,NN,NN
6035Z,10,3.048,Monitor,Y,Current,08/02/21,9/1/1988,NN,NN
6040Z,10,3.048,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6041Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6392Z,25,7.62,Monitor,Y,Current,08/02/21,8/1/1993,NN,NN
7099Z,11,3.3528,Monitor,Y,Current,08/02/21,4/1/1993,NN,NN
7100Z,11,3.3528,Monitor,Y,Current,08/02/21,4/1/1993,NN,NN
7101Z,14,4.2672,Monitor,Y,Current,08/02/21,4/1/1993,NN,NN
7102Z,11,3.3528,Monitor,Y,Current,08/02/21,4/1/1993,NN,NN
7103Z,14,4.2672,Monitor,Y,Current,08/02/21,4/1/1993,NN,NN
7117Z,17,5.1816,Monitor,Y,Current,08/02/21,10/1/1992,NN,NN
7118Z,17,5.1816,Monitor,Y,Current,08/02/21,10/1/1992,NN,NN
7119Z,17,5.1816,Monitor,Y,Current,08/02/21,10/1/1992,NN,NN
7120Z,17,5.1816,Monitor,Y,Current,08/02/21,10/1/1992,NN,NN
7330Z,20,6.096,Recovery,Y,Current,08/02/21,5/1/1994,NN,43980045
7832Z,240,73.152,Heat Pump,Y,Current,08/02/21,10/1/1996,NN,NN
8475Z,22,6.7056,Monitor,Y,Current,08/02/21,9/1/2000,NN,NN
8573Z,22,6.7056,Monitor,Y,Current,08/02/21,6/1/2001,NN,NN
8574Z,24,7.3152,Monitor,Y,Current,08/02/21,6/1/2001,NN,NN
8575Z,22,6.7056,Monitor,Y,Current,08/02/21,6/1/2001,NN,NN
8576Z,22,6.7056,Monitor,Y,Current,08/02/21,6/1/2001,NN,NN
8577Z,21,6.4008,Monitor,Y,Current,08/02/21,6/1/2001,NN,NN
8578Z,22,6.7056,Monitor,Y,Current,08/02/21,6/1/2001,NN,NN
8762Z,90,27.432,Piezometer,Y,Current,08/02/21,11/1/2003,NN,NN
8763Z,42,12.8016,Piezometer,Y,Current,08/02/21,11/1/2003,NN,NN
8783Z,34,10.3632,Observation,Y,Current,08/02/21,12/1/2003,NN,NN
8806Z,305,92.964,Irrigation,Y,Current,08/02/21,5/1/2004,NN,NN
8910Z,80,24.384,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8911Z,55,16.764,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8912Z,34,10.3632,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8969Z,34,10.3632,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8998Z,35,10.668,Observation,Y,Current,08/02/21,5/1/2005,NN,NN
9403Z,16,4.8768,Monitor,Y,Current,08/02/21,9/1/2008,NN,NN
9691Z,80,24.384,Monitor,Y,Current,08/02/21,NN,NN,NN
10030Z,35,10.668,Piezometer,Y,Current,08/02/21,10/10/2017,NN,NN
267,490,149.352,Domestic,N,,NN,NN,NN,NN
274,1430,435.864,Domestic,N,,NN,5/1/1921,100,NN
7331Z,20,6.096,Recovery,N,,NN,5/1/1994,NN,43980045
7332Z,20,6.096,Recovery,N,,NN,5/1/1994,NN,43980045
7745Z,13,3.9624,Monitor,N,,NN,1/1/1995,NN,NN
145,1210,368.808,Domestic,N,,NN,2/1/1934,NN,NN
558,500,152.4,Other,N,2/1/08,02/01/08,1/1/1956,NN,NN
864,549,167.3352,Industial,N,12/6/2013,12/06/13,8/1/1970,NN,NN
991A,600,182.88,Test Hole,N,,NN,5/1/1977,70,1033005
1362,15,4.572,Recovery,N,08/01/07,08/01/07,NN,NN,NN
5335Z,17,5.1816,Monitor,N,03/01/09,03/01/09,5/1/1986,NN,NN
5336Z,12,3.6576,Monitor,N,03/01/09,03/01/09,5/1/1986,NN,NN
5337Z,17,5.1816,Monitor,N,03/01/09,03/01/09,5/1/1986,NN,NN
5338Z,17,5.1816,Monitor,N,03/01/09,03/01/09,5/1/1986,NN,NN
6411Z,16,4.8768,Monitor,N,03/01/02,03/01/02,3/1/1990,NN,9059
6412Z,16,4.8768,Monitor,N,03/01/02,03/01/02,3/1/1990,NN,9059
6413Z,16,4.8768,Monitor,N,03/01/02,03/01/02,3/1/1990,NN,9059
6414Z,16,4.8768,Monitor,N,03/01/02,03/01/02,3/1/1990,NN,9059
6826Z,16,4.8768,Monitor,N,02/01/09,02/01/09,11/1/1991,NN,NN
6827Z,16,4.8768,Monitor,N,02/01/09,02/01/09,11/1/1991,NN,NN
6828Z,16,4.8768,Monitor,N,02/01/09,02/01/09,11/1/1991,NN,NN
6829Z,16,4.8768,Monitor,N,02/01/09,02/01/09,11/1/1991,NN,NN
7325Z,18,5.4864,Recovery,N,08/01/07,08/01/07,5/1/1994,NN,43980045
7326Z,18,5.4864,Recovery,N,08/01/07,08/01/07,5/1/1994,NN,43980045
7327Z,18,5.4864,Recovery,N,08/01/07,08/01/07,5/1/1994,NN,43980045
7328Z,18,5.4864,Recovery,N,08/01/07,08/01/07,5/1/1994,NN,43980045
7329Z,18,5.4864,Recovery,N,08/01/07,08/01/07,5/1/1994,NN,43980045
8291Z,15,4.572,Monitor,N,02/01/02,02/01/02,12/1/1999,NN,NN
8292Z,15,4.572,Monitor,N,02/01/02,02/01/02,12/1/1999,NN,NN
8293Z,15,4.572,Monitor,N,02/01/02,02/01/02,12/1/1999,NN,NN
8294Z,20,6.096,Monitor,N,02/01/02,02/01/02,12/1/1999,NN,NN
8295Z,15,4.572,Monitor,N,02/01/02,02/01/02,12/1/1999,NN,NN
8386Z,1600,487.68,Domestic,N,03/01/00,03/01/00,NN,NN,NN
8564Z,12,3.6576,Monitor,N,03/01/03,03/01/03,9/1/2001,NN,NN
8565Z,12,3.6576,Monitor,N,03/01/03,03/01/03,9/1/2001,NN,NN
8566Z,12,3.6576,Monitor,N,03/01/03,03/01/03,9/1/2001,NN,NN
8567Z,12,3.6576,Monitor,N,03/01/03,03/01/03,9/1/2001,NN,NN
8568Z,12,3.6576,Monitor,N,03/01/03,03/01/03,9/1/2001,NN,NN
8635Z,30,9.144,Monitor,N,03/01/06,03/01/06,3/1/2002,NN,9059
8636Z,32,9.7536,Monitor,N,03/01/06,03/01/06,3/1/2002,NN,9059
8637Z,33,10.0584,Monitor,N,03/01/06,03/01/06,3/1/2002,NN,9059
8638Z,33,10.0584,Monitor,N,03/01/06,03/01/06,3/1/2002,NN,9059
8639Z,28,8.5344,Monitor,N,03/01/06,03/01/06,3/1/2002,NN,9059
8808Z,15,4.572,Monitor,N,03/01/06,03/01/06,2/1/2004,NN,NN
8809Z,15,4.572,Monitor,N,03/01/06,03/01/06,2/1/2004,NN,NN
9008Z,15,4.572,Monitor,N,09/01/07,09/01/07,6/1/2005,NN,NN
9009Z,15,4.572,Monitor,N,09/01/07,09/01/07,6/1/2005,NN,NN
9010Z,15,4.572,Monitor,N,09/01/07,09/01/07,6/1/2005,NN,NN
9103Z,20,6.096,Monitor,N,06/01/07,06/01/07,3/1/2006,NN,NN
9104Z,20,6.096,Monitor,N,06/01/07,06/01/07,3/1/2006,NN,NN
9270Z,15,4.572,Recovery,N,08/01/07,08/01/07,NN,NN,NN
9271Z,15,4.572,Recovery,N,08/01/07,08/01/07,NN,NN,NN
9272Z,15,4.572,Recovery,N,08/01/07,08/01/07,NN,NN,NN
9273Z,15,4.572,Recovery,N,08/01/07,08/01/07,NN,NN,NN
9344Z,10,3.048,Piezometer,N,7/11/2011,07/11/11,3/1/2008,NN,NN
9345Z,10,3.048,Piezometer,N,7/11/2011,07/11/11,3/1/2008,NN,NN
9346Z,10,3.048,Piezometer,N,7/11/2011,07/11/11,3/1/2008,NN,NN
9347Z,10,3.048,Piezometer,N,7/11/2011,07/11/11,3/1/2008,NN,NN
9348Z,15,4.572,Piezometer,N,7/11/2011,07/11/11,4/1/2008,NN,NN
9354Z,50,15.24,Domestic,N,05/01/08,05/01/08,NN,NN,NN
9408Z,15,4.572,Piezometer,N,08/01/09,08/01/09,12/1/2008,NN,NN
9409Z,15,4.572,Piezometer,N,08/01/09,08/01/09,12/1/2008,NN,NN
9410Z,15,4.572,Piezometer,N,08/01/09,08/01/09,12/1/2008,NN,NN
9411Z,15,4.572,Piezometer,N,08/01/09,08/01/09,12/1/2008,NN,NN
9412Z,15,4.572,Piezometer,N,08/01/09,08/01/09,12/1/2008,NN,NN
9413Z,15,4.572,Piezometer,N,08/01/09,08/01/09,12/1/2008,NN,NN
9486Z,10,3.048,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9487Z,20,6.096,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9488Z,10,3.048,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9489Z,18,5.4864,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9490Z,10,3.048,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9491Z,18,5.4864,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9492Z,10,3.048,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9493Z,17,5.1816,Monitor,N,7/12/2011,07/12/11,12/1/2009,NN,NN
9618Z,13,3.9624,Monitor,N,9/11/2011,09/11/11,2/24/2011,NN,NN
9682Z,13,3.9624,Monitor,N,9/11/2011,09/11/11,NN,NN,NN
9683Z,13,3.9624,Monitor,N,9/11/2011,09/11/11,NN,NN,NN
9684Z,13,3.9624,Monitor,N,9/11/2011,09/11/11,NN,NN,NN
9685Z,13,3.9624,Monitor,N,9/11/2011,09/11/11,NN,NN,NN
9686Z,13,3.9624,Monitor,N,9/11/2011,09/11/11,NN,NN,NN
10117Z,15,4.572,Monitor,N,4/24/2019,04/24/19,NN,NN,NN
10118Z,11,3.3528,Monitor,N,4/24/2019,04/24/19,NN,NN,NN
10119Z,11,3.3528,Monitor,N,4/24/2019,04/24/19,NN,NN,NN
212,600,182.88,Public Supply,N,,NN,6/1/1978,NN,NN
216,600,182.88,Public Supply,Y,Current,08/02/21,1/1/1964,NN,NN
745,503,153.3144,Industrial,Y,Current,08/02/21,6/1/1958,NN,NN
749,1403,427.6344,Public Supply,N,06/01/84,06/01/84,1/1/1955,200,1033005
1016A,535,163.068,Test Hole,N,10/01/79,10/01/79,10/1/1979,71,1033005
1016B,1465,446.532,Public Supply,Y,Current,08/02/21,12/1/1979,NN,1033005
1017C,567,172.8216,Public Supply,Y,Current,08/02/21,6/1/1979,NN,1033005
1025,2674,815.0352,Public Supply,Y,Current,08/02/21,8/1/1980,NN,1033005
1085,640,195.072,Domestic,Y,Current,08/02/21,8/1/1984,NN,NN
1094,28,8.5344,Recovery,Y,Current,08/02/21,12/1/1984,NN,NN
1132,590,179.832,Public Supply,N,10/28/2011,10/28/11,11/1/1985,NN,1033019
1138,450,137.16,Public Supply,Y,Current,08/02/21,8/1/1985,30,NN
1163,465,141.732,Public Supply,Y,Current,08/02/21,8/1/1987,50,NN
1207,605,184.404,Public Supply,Y,Current,08/02/21,12/1/1985,20,NN
1208,585,178.308,Public Supply,Y,Current,08/02/21,3/1/1986,30,NN
1224,480,146.304,Industrial,Y,Current,08/02/21,1/1/1970,NN,NN
1250,620,188.976,Industrial,Y,Current,08/02/21,4/1/1993,NN,NN
1251,610,185.928,Industrial,Y,Current,08/02/21,4/1/1993,NN,NN
1264,500,152.4,Observation,Y,Current,08/02/21,5/1/1995,30,NN
1295,1840,560.832,Public Supply,Y,Current,08/02/21,5/1/1999,2521,NN
1312,1515,461.772,Public Supply,Y,Current,08/02/21,11/1/2001,1251,NN
1325,500,152.4,Other,N,08/01/03,08/01/03,NN,NN,NN
1328,1140,347.472,Public Supply,Y,Current,08/02/21,4/1/2004,1566,NN
5165Z,0,0,Other,N,04/01/07,04/01/07,NN,NN,NN
5177Z,270,82.296,Heat Pump,Y,Current,08/02/21,11/1/1985,NN,NN
5329Z,160,48.768,Heat Pump,Y,Current,08/02/21,4/1/1986,NN,NN
5556Z,15,4.572,Monitor,N,03/01/00,03/01/00,5/1/1986,NN,NN
6016Z,10,3.048,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6017Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6077Z,300,91.44,Heat Pump,Y,Current,08/02/21,2/1/1989,NN,NN
6112Z,405,123.444,Domestic,N,8/22/2014,08/22/14,2/1/1989,NN,NN
6118Z,18,5.4864,Monitor,N,03/01/00,03/01/00,3/1/1989,NN,NN
6119Z,18,5.4864,Monitor,Y,Current,08/02/21,3/1/1989,NN,NN
6226Z,14,4.2672,Monitor,N,02/01/01,02/01/01,7/1/1989,NN,3980015
6227Z,14,4.2672,Monitor,N,02/01/01,02/01/01,7/1/1989,NN,3980015
6228Z,14,4.2672,Monitor,N,02/01/01,02/01/01,7/1/1989,NN,3980015
6230Z,14,4.2672,Monitor,N,02/01/01,02/01/01,7/1/1989,NN,3980015
6269Z,16,4.8768,Monitor,N,03/01/00,03/01/00,8/1/1989,NN,60106063
6270Z,16,4.8768,Monitor,N,03/01/00,03/01/00,8/1/1989,NN,60109063
6271Z,16,4.8768,Monitor,Y,Current,08/02/21,8/1/1989,NN,60109063
6272Z,16,4.8768,Monitor,Y,Current,08/02/21,8/1/1989,NN,60109063
6273Z,16,4.8768,Monitor,Y,Current,08/02/21,8/1/1989,NN,60109063
6274Z,16,4.8768,Monitor,N,03/01/00,03/01/00,8/1/1989,NN,60109063
6307Z,10,3.048,Monitor,N,01/01/03,01/01/03,10/1/1989,NN,NN
6308Z,10,3.048,Monitor,N,01/01/03,01/01/03,10/1/1989,NN,NN
6509Z,31,9.4488,Recovery,Y,Current,08/02/21,11/1/1985,NN,NN
6589Z,14,4.2672,Monitor,N,02/01/01,02/01/01,11/1/1990,NN,NN
6720Z,14,4.2672,Monitor,N,02/01/01,02/01/01,6/1/1991,NN,NN
6721Z,14,4.2672,Monitor,N,02/01/01,02/01/01,6/1/1991,NN,NN
6875Z,425,129.54,Domestic,N,04/01/07,04/01/07,9/1/1992,NN,NN
7003Z,12,3.6576,Monitor,Y,Current,08/02/21,2/1/1993,NN,3980015
7004Z,14,4.2672,Monitor,Y,Current,08/02/21,2/1/1993,NN,3980015
7164Z,28,8.5344,Monitor,Y,Current,08/02/21,7/1/1993,NN,5-1259
7221Z,13,3.9624,Monitor,N,03/01/00,03/01/00,12/1/1993,NN,60109063
7261Z,20,6.096,Monitor,Y,Current,08/02/21,9/1/1993,NN,29
7262Z,24,7.3152,Monitor,Y,Current,08/02/21,9/1/1993,NN,29
7263Z,15,4.572,Monitor,Y,Current,08/02/21,9/1/1993,NN,29
7264Z,20,6.096,Monitor,Y,Current,08/02/21,9/1/1993,NN,29
7279Z,14,4.2672,Monitor,N,08/01/00,08/01/00,2/1/1994,NN,5-0601
7280Z,14,4.2672,Monitor,N,08/01/00,08/01/00,2/1/1994,NN,5-0601
7281Z,14,4.2672,Monitor,N,08/01/00,08/01/00,2/1/1994,NN,5-0601
7282Z,14,4.2672,Monitor,N,08/01/00,08/01/00,2/1/1994,NN,5-0601
7546Z,15,4.572,Monitor,N,01/01/03,01/01/03,2/1/1995,NN,8072
7547Z,15,4.572,Monitor,N,01/01/03,01/01/03,2/1/1995,NN,8072
7548Z,15,4.572,Monitor,N,01/01/03,01/01/03,2/1/1995,NN,8072
7585Z,12,3.6576,Monitor,N,03/01/00,03/01/00,5/1/1995,NN,60106063
7586Z,15,4.572,Monitor,N,08/01/00,08/01/00,5/1/1995,NN,5-0601
7622Z,17,5.1816,Monitor,Y,Current,08/02/21,6/1/1995,NN,NN
7703Z,14,4.2672,Monitor,N,04/01/00,04/01/00,NN,NN,5-1125
7704Z,14,4.2672,Monitor,N,04/01/00,04/01/00,NN,NN,5-1125
7705Z,14,4.2672,Monitor,N,04/01/00,04/01/00,NN,NN,5-1125
7706Z,14,4.2672,Monitor,N,04/01/00,04/01/00,NN,NN,5-1125
7707Z,14,4.2672,Monitor,N,04/01/00,04/01/00,NN,NN,5-1125
7795Z,400,121.92,Irrigation,Y,Current,08/02/21,5/1/1996,NN,NN
7805Z,28,8.5344,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7806Z,28,8.5344,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7807Z,30,9.144,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7808Z,28,8.5344,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7809Z,34,10.3632,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7810Z,26,7.9248,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7811Z,30,9.144,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7812Z,26,7.9248,Monitor,Y,Current,08/02/21,11/1/1996,NN,NN
7844Z,27,8.2296,Monitor,Y,Current,08/02/21,3/1/1997,NN,NN
7845Z,60,18.288,Monitor,Y,Current,08/02/21,3/1/1997,NN,NN
7846Z,60,18.288,Monitor,Y,Current,08/02/21,3/1/1997,NN,NN
7914Z,0,0,Heat Pump,Y,Current,08/02/21,7/1/1997,NN,NN
7926Z,54,16.4592,Monitor,Y,Current,08/02/21,9/1/1997,NN,NN
7927Z,57,17.3736,Monitor,Y,Current,08/02/21,9/1/1997,NN,NN
7928Z,54,16.4592,Monitor,Y,Current,08/02/21,9/1/1997,NN,NN
7929Z,26,7.9248,Monitor,Y,Current,08/02/21,9/1/1997,NN,NN
7930Z,26,7.9248,Monitor,Y,Current,08/02/21,9/1/1997,NN,NN
8267Z,16,4.8768,Monitor,N,03/01/00,03/01/00,8/1/1989,NN,NN
8391Z,460,140.208,Irrigation,Y,Current,08/02/21,4/1/2000,80,NN
8569Z,600,182.88,Irrigation,Y,Current,08/02/21,9/1/2001,200,NN
8752Z,72,21.9456,Monitor,Y,Current,08/02/21,7/1/2003,NN,NN
8770Z,165,50.292,Irrigation,Y,Current,08/02/21,4/1/2003,NN,NN
8774Z,12,3.6576,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8775Z,12,3.6576,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8776Z,12,3.6576,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8791Z,13,3.9624,Monitor,N,10/01/05,10/01/05,2/1/2004,NN,60169734
8792Z,13,3.9624,Monitor,N,10/01/05,10/01/05,2/1/2004,NN,60169734
8793Z,13,3.9624,Monitor,N,10/01/05,10/01/05,2/1/2004,NN,60169734
8815Z,12,3.6576,Monitor,N,09/01/04,09/01/04,5/1/2004,NN,NN
8816Z,20,6.096,Monitor,N,09/01/04,09/01/04,5/1/2004,NN,NN
8817Z,14,4.2672,Monitor,N,09/01/04,09/01/04,5/1/2004,NN,NN
8818Z,14,4.2672,Monitor,N,09/01/04,09/01/04,5/1/2004,NN,NN
9244Z,510,155.448,Public Supply,N,03/01/07,03/01/07,NN,NN,NN
9262Z,15,4.572,Monitor,N,11/01/06,11/01/06,6/1/2005,NN,NN
9263Z,15,4.572,Monitor,N,11/01/06,11/01/06,6/1/2005,NN,NN
9264Z,15,4.572,Monitor,N,11/01/06,11/01/06,6/1/2005,NN,NN
9638Z,18,5.4864,Monitor,N,9/11/2011,09/11/11,2/21/2011,NN,NN
9639Z,18,5.4864,Monitor,N,9/11/2011,09/11/11,2/22/2011,NN,NN
9640Z,18,5.4864,Monitor,N,9/11/2011,09/11/11,2/23/2011,NN,NN
9641Z,18,5.4864,Monitor,N,9/11/2011,09/11/11,2/22/2011,NN,NN
9642Z,18,5.4864,Monitor,N,9/11/2011,09/11/11,2/23/2011,NN,NN
9651Z,33,10.0584,Recovery,Y,Current,08/02/21,12/3/2008,NN,NN
9652Z,37,11.2776,Recovery,Y,Current,08/02/21,12/3/2008,NN,NN
9653Z,29,8.8392,Recovery,Y,Current,08/02/21,11/26/2008,NN,NN
9745Z,32,9.7536,Recovery,Y,Current,08/02/21,5/7/2012,NN,NN
9746Z,58,17.6784,Recovery,Y,Current,08/02/21,5/7/2012,NN,NN
9747Z,30,9.144,Recovery,Y,Current,08/02/21,5/7/2012,NN,NN
9748Z,32,9.7536,Recovery,Y,Current,08/02/21,5/7/2012,NN,NN
9749Z,30,9.144,Recovery,Y,Current,08/02/21,5/7/2012,NN,NN
9750Z,29,8.8392,Recovery,Y,Current,08/02/21,5/7/2012,NN,NN
9751Z,30,9.144,Piezometer,Y,Current,08/02/21,5/7/2012,NN,NN
9752Z,30,9.144,Piezometer,Y,Current,08/02/21,5/7/2012,NN,NN
9753Z,30,9.144,Piezometer,Y,Current,08/02/21,5/7/2012,NN,NN
9754Z,30,9.144,Piezometer,Y,Current,08/02/21,5/7/2012,NN,NN
9784Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/24/2012,NN,NN
9785Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/24/2012,NN,NN
9786Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/24/2012,NN,NN
9787Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/24/2012,NN,NN
9788Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/24/2012,NN,NN
9789Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/24/2012,NN,NN
9790Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/25/2012,NN,NN
9791Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/26/2012,NN,NN
9792Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/25/2012,NN,NN
9793Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/26/2012,NN,NN
9794Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,9/26/2012,NN,NN
9898Z,24,7.3152,Monitor,Y,Current,08/02/21,6/4/2014,NN,NN
9899Z,24,7.3152,Monitor,Y,Current,08/02/21,6/4/2014,NN,NN
9900Z,24,7.3152,Monitor,Y,Current,08/02/21,6/4/2014,NN,NN
9901Z,24,7.3152,Monitor,Y,Current,08/02/21,6/4/2014,NN,NN
9902Z,24,7.3152,Monitor,Y,Current,08/02/21,6/4/2014,NN,NN
9903Z,24,7.3152,Monitor,Y,Current,08/02/21,6/4/2014,NN,NN
9926Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9927Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9928Z,20,6.096,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9929Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9930Z,18.5,5.6388,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9931Z,19,5.7912,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9932Z,20,6.096,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9933Z,20,6.096,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9934Z,20,6.096,Monitor,N,3/10/2021,03/10/21,10/1/2014,NN,NN
9994Z,30,9.144,Monitor,Y,Current,08/02/21,10/2/2015,NN,NN
9995Z,30,9.144,Monitor,Y,Current,08/02/21,10/2/2015,NN,NN
9996Z,30,9.144,Monitor,Y,Current,08/02/21,10/2/2015,NN,NN
10006Z,8,2.4384,Monitor,N,3/10/2021,03/10/21,10/19/2016,NN,NN
10007Z,13,3.9624,Monitor,N,3/10/2021,03/10/21,10/18/2016,NN,NN
10008Z,8,2.4384,Monitor,N,3/10/2021,03/10/21,10/19/2016,NN,NN
10009Z,13,3.9624,Monitor,N,3/10/2021,03/10/21,10/18/2016,NN,NN
10010Z,8,2.4384,Monitor,N,3/10/2021,03/10/21,10/18/2016,NN,NN
10011Z,8,2.4384,Monitor,N,3/10/2021,03/10/21,10/18/2016,NN,NN
10012Z,8,2.4384,Monitor,N,3/10/2021,03/10/21,10/19/2016,NN,NN
10112Z,23,7.0104,Monitor,Y,Current,08/02/21,3/20/2019,NN,NN
10113Z,22,6.7056,Monitor,Y,Current,08/02/21,3/20/2019,NN,NN
10114Z,25,7.62,Monitor,Y,Current,08/02/21,3/22/2019,NN,NN
10115Z,20,6.096,Monitor,Y,Current,08/02/21,3/22/2019,NN,NN
301,1281,390.4488,Observation,Y,Current,08/02/21,8/1/1926,150,NN
325,579,176.4792,Public Supply,Y,Current,08/02/21,8/1/1936,NN,NN
326,1480,451.104,Domestic,Y,Current,08/02/21,12/1/1936,20,NN
618,1278,389.5344,Observation,Y,Current,08/02/21,1/1/1948,NN,NN
725,598,182.2704,Heat Pump,Y,Current,08/02/21,10/1/1960,NN,NN
789A,711,216.7128,Observation,Y,Current,08/02/21,6/1/1965,60,NN
789B,1721,524.5608,Observation,Y,Current,08/02/21,6/1/1965,25,NN
815,645,196.596,Observation,Y,Current,08/02/21,5/1/1967,480,NN
918,1834,559.0032,Observation,Y,Current,08/02/21,12/1/1973,50,NN
1136,1405,428.244,Irrigation,Y,Current,08/02/21,9/1/1954,130,NN
1169,685,208.788,Industrial,Y,Current,08/02/21,3/1/1988,250,NN
1246,624,190.1952,Other,Y,Current,08/02/21,11/1/1992,602,NN
1259,515,156.972,Irrigation,Y,Current,08/02/21,3/1/1994,NN,NN
1263,650,198.12,Public Supply,Y,Current,08/02/21,12/1/1994,200,NN
5105Z,272,82.9056,Rig Supply,Y,Current,08/02/21,5/1/1983,150,971108
5377Z,200,60.96,Heat Pump,Y,Current,08/02/21,7/1/1986,NN,NN
5378Z,150,45.72,Heat Pump,Y,Current,08/02/21,7/1/1986,NN,NN
5583Z,280,85.344,Heat Pump,Y,Current,08/02/21,8/1/1986,NN,NN
5598Z,200,60.96,Heat Pump,Y,Current,08/02/21,6/1/1987,NN,NN
5676Z,300,91.44,Heat Pump,Y,Current,08/02/21,4/1/1988,NN,NN
5727Z,26,7.9248,Monitor,N,10/01/00,10/01/00,7/1/1988,NN,NN
